# x_m,y_m,w_tr_right_m,w_tr_left_m
28.932590122568513,-40.74376003477801,2.0,2.0
28.690852464463443,-40.84494633920236,2.0,2.0
28.44482589461462,-40.936032093742874,2.0,2.0
28.19491436383633,-41.01759725977318,2.0,2.0
27.941521822942835,-41.090221798666946,2.0,2.0
27.685052222748425,-41.15448567179779,2.0,2.0
27.425912494912524,-41.21094147408553,2.0,2.0
27.16471348064481,-41.258269753750916,2.0,2.0
26.902397399502913,-41.29210875059121,2.0,2.0
26.639936845461317,-41.307817843865855,2.0,2.0
26.37830435768321,-41.30075728742,2.0,2.0
26.118345886406676,-41.26830722530186,2.0,2.0
25.860510579849716,-41.21417929155624,2.0,2.0
25.605170044541367,-41.1433223982739,2.0,2.0
25.352695887010675,-41.060685457545645,2.0,2.0
25.103464157425822,-40.97051439236874,2.0,2.0
24.857873983993013,-40.873404152200266,2.0,2.0
24.61633196364956,-40.768768124196995,2.0,2.0
24.379244697128854,-40.65601909496755,2.0,2.0
24.14701878516432,-40.534569851120544,2.0,2.0
23.92006082848936,-40.40383317926461,2.0,2.0
23.698777427837378,-40.263221866008365,2.0,2.0
23.48357518394178,-40.11214869796042,2.0,2.0
23.274864233976484,-39.95002875047282,2.0,2.0
23.073536738810603,-39.77658905906187,2.0,2.0
22.881451637747126,-39.592182347072146,2.0,2.0
22.700583342466313,-39.39723607023613,2.0,2.0
22.532906264648478,-39.192177684286385,2.0,2.0
22.380394815973887,-38.977434644955416,2.0,2.0
22.245023408122844,-38.75343440797575,2.0,2.0
22.12836564479976,-38.52067100871353,2.0,2.0
22.02946938075359,-38.28005804364707,2.0,2.0
21.946401181472066,-38.03267211469221,2.0,2.0
21.877225431688974,-37.77959018601765,2.0,2.0
21.820006516138072,-37.52188922179204,2.0,2.0
21.772808819553124,-37.260646186184026,2.0,2.0
21.7336967266679,-36.99693804336228,2.0,2.0
21.700734622216167,-36.73184175749546,2.0,2.0
21.671986890931677,-36.46643429275222,2.0,2.0
21.645517923484825,-36.2017926076072,2.0,2.0
21.619665751458083,-35.938731202306755,2.0,2.0
21.59377278358552,-35.67710124509481,2.0,2.0
21.567411805946488,-35.41653294153314,2.0,2.0
21.540155604620338,-35.15665649718353,2.0,2.0
21.51157696568641,-34.897102117607744,2.0,2.0
21.481248675224066,-34.63750000836758,2.0,2.0
21.4486617482237,-34.37754671550906,2.0,2.0
21.41295638630288,-34.11722339825066,2.0,2.0
21.373178731350905,-33.85658752600805,2.0,2.0
21.32837492414137,-33.59569656910208,2.0,2.0
21.277591105447858,-33.334607997853624,2.0,2.0
21.21985928416599,-33.07339490322909,2.0,2.0
21.15296897442584,-32.813503765523045,2.0,2.0
21.072514298799316,-32.558807737093794,2.0,2.0
20.973865087460016,-32.313427891494065,2.0,2.0
20.85239402002719,-32.08148370725085,2.0,2.0
20.705373946041817,-31.866031010464475,2.0,2.0
20.535267537270247,-31.667220535989937,2.0,2.0
20.345415387801758,-31.484711586732637,2.0,2.0
20.139158091725623,-31.318163465597966,2.0,2.0
19.919836243131115,-31.167235475491292,2.0,2.0
19.690790436107516,-31.031586919318034,2.0,2.0
19.455132983095016,-30.910834989620348,2.0,2.0
19.214228538059636,-30.804274494143243,2.0,2.0
18.96863412683958,-30.711051260133548,2.0,2.0
18.71890241445245,-30.630310310411858,2.0,2.0
18.46558606591586,-30.561196667798804,2.0,2.0
18.20923774624744,-30.502855355115,2.0,2.0
17.95041012046478,-30.454431395181068,2.0,2.0
17.689655853585506,-30.41506981081761,2.0,2.0
17.42752761062723,-30.383915624845258,2.0,2.0
17.164578056607567,-30.36011386008463,2.0,2.0
16.901318272039127,-30.342774613901852,2.0,2.0
16.63793151886307,-30.330732659655077,2.0,2.0
16.374445713537163,-30.322692301153545,2.0,2.0
16.110887840195602,-30.317357059178708,2.0,2.0
15.847284882972557,-30.313430454512005,2.0,2.0
15.583663826002217,-30.30961600793486,2.0,2.0
15.320050422344083,-30.30467943861369,2.0,2.0
15.05645393116161,-30.298219797518318,2.0,2.0
14.79287183301884,-30.290431233434845,2.0,2.0
14.529301354108215,-30.281520746931122,2.0,2.0
14.26573972062217,-30.271695338574983,2.0,2.0
14.00218415875314,-30.26116200893427,2.0,2.0
13.738631894693555,-30.250127758576827,2.0,2.0
13.47508015463585,-30.238799588070496,2.0,2.0
13.211526164772453,-30.22738449798311,2.0,2.0
12.947967151295812,-30.21608948888253,2.0,2.0
12.684400340398348,-30.205121561336565,2.0,2.0
12.420822958272511,-30.19468771591309,2.0,2.0
12.157232231110711,-30.184994953179924,2.0,2.0
11.893625833665677,-30.176217276141035,2.0,2.0
11.630003741382119,-30.168359441350248,2.0,2.0
11.366366665319285,-30.16137209114386,2.0,2.0
11.102715316863248,-30.15520584381948,2.0,2.0
10.83905040740002,-30.149811317674704,2.0,2.0
10.575372648315662,-30.145139131007127,2.0,2.0
10.311682750996209,-30.141139902114364,2.0,2.0
10.047981426827683,-30.137764249294005,2.0,2.0
9.784269387196147,-30.13496279084364,2.0,2.0
9.520547343487623,-30.132686145060898,2.0,2.0
9.256816007088174,-30.130884930243365,2.0,2.0
8.993076089383823,-30.129509764688628,2.0,2.0
8.729328301760605,-30.128511266694314,2.0,2.0
8.46557335560458,-30.127840054557996,2.0,2.0
8.20181196230176,-30.127446746577288,2.0,2.0
7.9380448332382185,-30.127281961049803,2.0,2.0
7.674272679799977,-30.127296316273117,2.0,2.0
7.410496213373064,-30.12744043054485,2.0,2.0
7.146716145343547,-30.12766492216259,2.0,2.0
6.882933187097437,-30.127920409423943,2.0,2.0
6.6191480500208035,-30.128157510626508,2.0,2.0
6.355361445499671,-30.128326844067885,2.0,2.0
6.091574084920067,-30.12837902804568,2.0,2.0
5.8277866796680575,-30.12826468085748,2.0,2.0
5.563999941129658,-30.127934420800905,2.0,2.0
5.300214580690933,-30.127338866173535,2.0,2.0
5.036431309737897,-30.12642863527299,2.0,2.0
4.772650839656616,-30.12515434639685,2.0,2.0
4.508873881833119,-30.123466617842737,2.0,2.0
4.245101147653428,-30.121316067908236,2.0,2.0
3.9813333485036155,-30.118653314890953,2.0,2.0
3.7175711957696884,-30.115428977088477,2.0,2.0
3.4538153487364633,-30.11159889581193,2.0,2.0
3.190065670770197,-30.10719870110318,2.0,2.0
2.9263214040770045,-30.10232629266968,2.0,2.0
2.662581774388215,-30.0970812217771,2.0,2.0
2.3988460074351,-30.091563039691103,2.0,2.0
2.1351133289489868,-30.085871297677347,2.0,2.0
1.8713829646611624,-30.080105547001512,2.0,2.0
1.6076541403029099,-30.074365338929265,2.0,2.0
1.3439260816055598,-30.06875022472626,2.0,2.0
1.0801980143003829,-30.063359755658166,2.0,2.0
0.8164691641187071,-30.05829348299066,2.0,2.0
0.5527387567918182,-30.053650957989387,2.0,2.0
0.2890060180510018,-30.049531731920045,2.0,2.0
0.025270173627586556,-30.046035356048275,2.0,2.0
-0.2384695507471569,-30.04326138163975,2.0,2.0
-0.5022139293418996,-30.04130935996013,2.0,2.0
-0.7659636447957742,-30.040271075047528,2.0,2.0
-1.0297171080558243,-30.040045744860183,2.0,2.0
-1.2934703632204603,-30.04033195508007,2.0,2.0
-1.5572193437172206,-30.04081891007073,2.0,2.0
-1.8209599829735856,-30.041195814195667,2.0,2.0
-2.084688214417094,-30.041151871818407,2.0,2.0
-2.348399971475228,-30.04037628730248,2.0,2.0
-2.61209118757551,-30.038558265011396,2.0,2.0
-2.8757577961454652,-30.03538700930868,2.0,2.0
-3.139395730612575,-30.030551724557856,2.0,2.0
-3.4030009244043757,-30.023741615122436,2.0,2.0
-3.6665693109483515,-30.014645885365958,2.0,2.0
-3.9300968236720237,-30.00295373965192,2.0,2.0
-4.193579396002918,-29.988354382343868,2.0,2.0
-4.457012961368515,-29.970537017805306,2.0,2.0
-4.720393453196354,-29.94919085039976,2.0,2.0
-4.9835821855488405,-29.92373081547773,2.0,2.0
-5.24576148206895,-29.892188495912194,2.0,2.0
-5.505900079209947,-29.85216031914597,2.0,2.0
-5.762966635189401,-29.801242553227176,2.0,2.0
-6.01592980822494,-29.737031466203923,2.0,2.0
-6.263758256534137,-29.657123326124328,2.0,2.0
-6.505420638334604,-29.559114401036496,2.0,2.0
-6.7398856118439525,-29.440600958988544,2.0,2.0
-6.966549599844406,-29.30065895274226,2.0,2.0
-7.187379424569878,-29.14725562968953,2.0,2.0
-7.404856839732465,-28.99056207341531,2.0,2.0
-7.617800590647806,-28.831593219704885,2.0,2.0
-7.823212591304518,-28.666821848278783,2.0,2.0
-8.018081710071247,-28.49268812424946,2.0,2.0
-8.199396815316675,-28.305632212729346,2.0,2.0
-8.364146775409452,-28.102094278830883,2.0,2.0
-8.509311626050334,-27.87858396972113,2.0,2.0
-8.631405209778311,-27.635278234341182,2.0,2.0
-8.72625322926166,-27.3777672639867,2.0,2.0
-8.7896260443878,-27.112076603139663,2.0,2.0
-8.817294015044153,-26.844231796282124,2.0,2.0
-8.80502750111814,-26.580258387896084,2.0,2.0
-8.74860907063887,-26.326175389202167,2.0,2.0
-8.647998730107847,-26.085766229783392,2.0,2.0
-8.513414183489369,-25.857324869959694,2.0,2.0
-8.356619012862465,-25.63831798396409,2.0,2.0
-8.189376800306148,-25.42621224602956,2.0,2.0
-8.022310945040566,-25.21895690420729,2.0,2.0
-7.850998012802369,-25.020869665632855,2.0,2.0
-7.661901765941127,-24.84001505178784,2.0,2.0
-7.453341294014328,-24.678564708503064,2.0,2.0
-7.229399978913266,-24.535832934700036,2.0,2.0
-6.994196805093959,-24.411116381188044,2.0,2.0
-6.751845920300363,-24.30371070310601,2.0,2.0
-6.505375919689465,-24.212688087146265,2.0,2.0
-6.2553631496913065,-24.13661590777899,2.0,2.0
-6.0020474139919555,-24.073992259841944,2.0,2.0
-5.745668516277536,-24.02331523817289,2.0,2.0
-5.486466260234132,-23.9830829376096,2.0,2.0
-5.224698468710874,-23.951824355925687,2.0,2.0
-4.9610498735842326,-23.92880064156457,2.0,2.0
-4.6966391596614425,-23.9140171739618,2.0,2.0
-4.432415017018607,-23.907271071487184,2.0,2.0
-4.168519785322598,-23.907331073901027,2.0,2.0
-3.904881280644429,-23.912692328398016,2.0,2.0
-3.641427317254986,-23.921849979877,2.0,2.0
-3.378085709425098,-23.93329917323682,2.0,2.0
-3.114784271425654,-23.945535053376332,2.0,2.0
-2.8514528065948475,-23.95709449346314,2.0,2.0
-2.588059877899265,-23.967327497596596,2.0,2.0
-2.324609282041664,-23.976323231779265,2.0,2.0
-2.0611060976021887,-23.98419775427878,2.0,2.0
-1.7975554031610415,-23.99106712336278,2.0,2.0
-1.5339622772983648,-23.997047397298886,2.0,2.0
-1.2703317985943614,-24.002254634354742,2.0,2.0
-1.0066690456291896,-24.006804892797966,2.0,2.0
-0.7429790969830071,-24.010814230896212,2.0,2.0
-0.4792670312360165,-24.014398706917092,2.0,2.0
-0.21553792696836102,-24.017674379128252,2.0,2.0
0.04820313723975735,-24.020757305797318,2.0,2.0
0.31195108280817985,-24.02376354519192,2.0,2.0
0.5757010581464216,-24.026803917600116,2.0,2.0
0.839451040611534,-24.02992396294045,2.0,2.0
1.103200927256109,-24.033124922526955,2.0,2.0
1.3669506516577723,-24.036407194826033,2.0,2.0
1.630700147394195,-24.03977117830411,2.0,2.0
1.8944493480430482,-24.043217271427622,2.0,2.0
2.158198187181957,-24.046745872662985,2.0,2.0
2.421946598388608,-24.050357380476612,2.0,2.0
2.685694515240627,-24.054052193334943,2.0,2.0
2.9494418713156847,-24.057830709704394,2.0,2.0
3.2131886001914514,-24.06169332805139,2.0,2.0
3.476934635445554,-24.065640446842355,2.0,2.0
3.7406799106556776,-24.06967246454371,2.0,2.0
4.004424359399448,-24.073789779621876,2.0,2.0
4.268167915254536,-24.077992790543284,2.0,2.0
4.531910511798614,-24.082281895774354,2.0,2.0
4.795652082609306,-24.086657493781512,2.0,2.0
5.059392561264299,-24.091119983031174,2.0,2.0
5.323131881341219,-24.095669761989775,2.0,2.0
5.586869976417735,-24.100307229123725,2.0,2.0
5.85060678007152,-24.10503278289946,2.0,2.0
6.114342225880199,-24.109846821783393,2.0,2.0
6.378076247421457,-24.11474974424196,2.0,2.0
6.641808778272922,-24.119741948741574,2.0,2.0
6.905539752012263,-24.124823833748657,2.0,2.0
7.169269102217151,-24.12999579772964,2.0,2.0
7.432996762465215,-24.135258239150946,2.0,2.0
7.696722666334136,-24.140611556478998,2.0,2.0
7.960446747401541,-24.146056148180207,2.0,2.0
8.22416893924512,-24.151592412721026,2.0,2.0
8.487889175442493,-24.15722074856784,2.0,2.0
8.751607389571339,-24.162941554187107,2.0,2.0
9.015323518708744,-24.168754992424805,2.0,2.0
9.279037618390008,-24.174653250199302,2.0,2.0
9.542749888569208,-24.180618790552302,2.0,2.0
9.80646053795587,-24.186633487006574,2.0,2.0
10.070169775259576,-24.192679213084883,2.0,2.0
10.3338778091899,-24.198737842310003,2.0,2.0
10.59758484845638,-24.2047912482047,2.0,2.0
10.861291101768606,-24.210821304291738,2.0,2.0
11.124996777836108,-24.216809884093887,2.0,2.0
11.388702085368465,-24.22273886113391,2.0,2.0
11.65240723307526,-24.22859010893459,2.0,2.0
11.916112429666018,-24.234345501018684,2.0,2.0
12.17981788385034,-24.239986910908964,2.0,2.0
12.443523804337751,-24.245496212128188,2.0,2.0
12.707230399837833,-24.250855278199136,2.0,2.0
12.970937879060159,-24.25604598264456,2.0,2.0
13.234646450714267,-24.261050198987256,2.0,2.0
13.49835632350975,-24.265849800749972,2.0,2.0
13.762067706156135,-24.270426661455467,2.0,2.0
14.02578080736301,-24.274762654626535,2.0,2.0
14.289495835839938,-24.278839653785923,2.0,2.0
14.553213000296465,-24.282639532456407,2.0,2.0
14.816932509442175,-24.28614416416076,2.0,2.0
15.080654571986605,-24.289335422421736,2.0,2.0
15.344379396639349,-24.292195180762118,2.0,2.0
15.608107192109934,-24.29470531270466,2.0,2.0
15.871838167107946,-24.296847691772143,2.0,2.0
16.135572530342948,-24.298604191487318,2.0,2.0
16.399310490524492,-24.299956685372976,2.0,2.0
16.663052256362157,-24.300887046951868,2.0,2.0
16.926798036565486,-24.301377149746767,2.0,2.0
17.190548039844042,-24.30140886728044,2.0,2.0
17.4543024506377,-24.300963330233706,2.0,2.0
17.718056403715483,-24.299867110108405,2.0,2.0
17.981793813910144,-24.297603361139227,2.0,2.0
18.245497085111197,-24.29360899095348,2.0,2.0
18.50914862120817,-24.287320907178454,2.0,2.0
18.772730826090605,-24.278176017441453,2.0,2.0
19.036226103647998,-24.26561122936976,2.0,2.0
19.299616857769905,-24.24906345059068,2.0,2.0
19.562885492345814,-24.2279695887315,2.0,2.0
19.826014270873358,-24.201766371439895,2.0,2.0
20.088745292833433,-24.169582640892866,2.0,2.0
20.35008831910898,-24.129608395817918,2.0,2.0
20.60891401775016,-24.079855320710134,2.0,2.0
20.864093056807047,-24.018335100064544,2.0,2.0
21.114496104329792,-23.943059418376222,2.0,2.0
21.358993828368515,-23.85203996014021,2.0,2.0
21.59645689697333,-23.743288409851573,2.0,2.0
21.825755978194366,-23.61481645200536,2.0,2.0
22.045660253639667,-23.4654712480573,2.0,2.0
22.254264036872176,-23.29965574299151,2.0,2.0
22.450885513484703,-23.12348603355788,2.0,2.0
22.64192798829369,-22.940467202230955,2.0,2.0
22.832500918816386,-22.752184648425335,2.0,2.0
23.01503395143282,-22.55592712681721,2.0,2.0
23.178988427325987,-22.347977611120506,2.0,2.0
23.313825687678886,-22.124619075049182,2.0,2.0
23.40937152588988,-21.882432395512684,2.0,2.0
23.462138347505334,-21.62346408535751,2.0,2.0
23.474500036385546,-21.354551829074172,2.0,2.0
23.449029003953466,-21.082695587558067,2.0,2.0
23.388297661632027,-20.81489532170467,2.0,2.0
23.29487842084416,-20.558150992409388,2.0,2.0
23.17138369721408,-20.319359475429824,2.0,2.0
23.022348114027277,-20.100464390729595,2.0,2.0
22.855039209919234,-19.896367024051976,2.0,2.0
22.67693298959639,-19.70143147372044,2.0,2.0
22.49550528421287,-19.5100220043365,2.0,2.0
22.314429173371742,-19.32014624326813,2.0,2.0
22.1237649037457,-19.14285408161786,2.0,2.0
21.913144068980714,-18.98963665300516,2.0,2.0
21.68395851737041,-18.860855110861095,2.0,2.0
21.440903130298324,-18.7537445969822,2.0,2.0
21.188672962168976,-18.665540089416854,2.0,2.0
20.931926421516827,-18.59348160604233,2.0,2.0
20.673567680531555,-18.535050421144206,2.0,2.0
20.414010627230642,-18.488070292514838,2.0,2.0
20.153479605964307,-18.450391045485617,2.0,2.0
19.89219896108274,-18.419862505387925,2.0,2.0
19.63039303693621,-18.394334497553153,2.0,2.0
19.36825291339289,-18.37197943181744,2.0,2.0
19.10583632759889,-18.35226281784527,2.0,2.0
18.84316760966893,-18.334974132187774,2.0,2.0
18.580271089717694,-18.319902851396193,2.0,2.0
18.3171710978599,-18.306838452021758,2.0,2.0
18.053891964210237,-18.29557041061572,2.0,2.0
17.79045801888343,-18.28588820372932,2.0,2.0
17.526893591994146,-18.277581307913785,2.0,2.0
17.263223013657125,-18.270439199720357,2.0,2.0
16.99947061398705,-18.264251355700285,2.0,2.0
16.73566072309861,-18.2588072524048,2.0,2.0
16.47181767110653,-18.25389636638515,2.0,2.0
16.207965599170333,-18.24930973595466,2.0,2.0
15.94411915425708,-18.244916871317663,2.0,2.0
15.680279239329664,-18.240700880332934,2.0,2.0
15.416445681803424,-18.236653760530604,2.0,2.0
15.152618309093679,-18.232767509440833,2.0,2.0
14.88879694861582,-18.229034124593767,2.0,2.0
14.624981427785166,-18.22544560351954,2.0,2.0
14.361171574017057,-18.221993943748316,2.0,2.0
14.097367214726829,-18.218671142810223,2.0,2.0
13.8335681773298,-18.215469198235414,2.0,2.0
13.569774289241366,-18.21238010755404,2.0,2.0
13.305985377876842,-18.20939586829624,2.0,2.0
13.042201270651566,-18.206508477992163,2.0,2.0
12.77842179498088,-18.20370993417195,2.0,2.0
12.514646778280099,-18.200992234365756,2.0,2.0
12.250876047964619,-18.198347376103722,2.0,2.0
11.98710943144975,-18.195767356915994,2.0,2.0
11.723346756150837,-18.193244174332712,2.0,2.0
11.459587849483222,-18.190769825884036,2.0,2.0
11.195832538862215,-18.188336309100094,2.0,2.0
10.932080651703215,-18.185935621511046,2.0,2.0
10.668332015421532,-18.18355976064703,2.0,2.0
10.404586457432515,-18.181200724038202,2.0,2.0
10.140843805151492,-18.17885050921469,2.0,2.0
9.877103885993789,-18.176501113706657,2.0,2.0
9.613366527374797,-18.17414453504424,2.0,2.0
9.34963155670983,-18.17177277075759,2.0,2.0
9.085898801414231,-18.169377818376844,2.0,2.0
8.822168088903336,-18.166951675432156,2.0,2.0
8.558439246592464,-18.16448633945367,2.0,2.0
8.294712101897005,-18.16197380797153,2.0,2.0
8.030986482232283,-18.15940607851589,2.0,2.0
7.767262214347632,-18.156775176030017,2.0,2.0
7.5035390522390895,-18.15407612005048,2.0,2.0
7.2398166126332075,-18.15130958025122,2.0,2.0
6.976094497033271,-18.14847685291364,2.0,2.0
6.712372306942474,-18.145579234319158,2.0,2.0
6.448649643864041,-18.142618020749175,2.0,2.0
6.184926109301198,-18.139594508485104,2.0,2.0
5.92120130475714,-18.13650999380836,2.0,2.0
5.657474831735151,-18.133365773000346,2.0,2.0
5.393746291738426,-18.130163142342475,2.0,2.0
5.130015286270186,-18.126903398116156,2.0,2.0
4.866281416833661,-18.123587836602795,2.0,2.0
4.602544284932044,-18.120217754083814,2.0,2.0
4.338803492068617,-18.116794446840608,2.0,2.0
4.075058639746579,-18.113319211154593,2.0,2.0
3.811309329469152,-18.109793343307178,2.0,2.0
3.547555162739532,-18.106218139579777,2.0,2.0
3.2837957410610024,-18.102594896253795,2.0,2.0
